#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
lcl|NC_000913.3_prot_NP_415323.1_776	lcl|NC_017632.1_prot_WP_000849301.1_2676	86	86	100	100	86	100.000	166
lcl|NC_000913.3_prot_NP_415324.1_777	lcl|NC_017632.1_prot_WP_000146357.1_2675	88	88	100	100	88	98.864	178
lcl|NC_000913.3_prot_NP_415325.4_778	lcl|NC_017632.1_prot_WP_000990167.1_2674	225	225	100	100	225	99.111	467
lcl|NC_000913.3_prot_NP_415326.1_779	lcl|NC_017632.1_prot_WP_000430008.1_2673	760	760	100	100	760	99.211	1555
lcl|NC_000913.3_prot_NP_415327.2_780	lcl|NC_017632.1_prot_WP_000710618.1_2672	86	86	100	100	86	98.837	172
lcl|NC_000913.3_prot_NP_415328.4_781	lcl|NC_017632.1_prot_WP_001275941.1_2671	308	308	100	100	308	99.351	640
lcl|NC_000913.3_prot_NP_415329.4_782	lcl|NC_017632.1_prot_WP_001267237.1_2670	741	741	100	100	741	99.730	1498
lcl|NC_000913.3_prot_NP_415330.1_783	lcl|NC_017632.1_prot_WP_000569080.1_2669	240	240	100	100	240	99.583	485
lcl|NC_000913.3_prot_NP_415331.1_784	lcl|NC_017632.1_prot_WP_001159065.1_2668	219	219	100	100	219	100.000	428
lcl|NC_000913.3_prot_NP_415332.1_785	lcl|NC_017632.1_prot_WP_000843866.1_2667	248	248	100	100	248	100.000	499
lcl|NC_000913.3_prot_NP_415333.1_786	lcl|NC_017632.1_prot_WP_000100800.1_2666	167	167	100	100	167	100.000	340
lcl|NC_000913.3_prot_NP_415334.1_787	lcl|NC_017632.1_prot_WP_001295297.1_2665	295	295	100	100	295	100.000	570
lcl|NC_000913.3_prot_YP_009518760.1_788	lcl|NC_017632.1_prot_WP_122083111.1_2664	21	21	100	100	21	95.238	45.1
lcl|NC_000913.3_prot_NP_415335.1_789	lcl|NC_017632.1_prot_WP_001295296.1_2663	171	171	100	100	171	100.000	350
lcl|NC_000913.3_prot_NP_415336.1_790	lcl|NC_017632.1_prot_WP_001054656.1_2662	527	527	100	100	527	99.241	1090
lcl|NC_000913.3_prot_YP_009029995.1_791	lcl|NC_017632.1_prot_WP_001001761.1_2661	42	42	100	100	42	100.000	87.4
lcl|NC_000913.3_prot_NP_415338.1_792	lcl|NC_017632.1_prot_WP_000091016.1_2660	155	155	100	100	155	100.000	312
lcl|NC_000913.3_prot_NP_415339.1_793	lcl|NC_017632.1_prot_WP_000056450.1_2659	372	372	100	100	372	97.849	719
lcl|NC_000913.3_prot_NP_415340.1_794	lcl|NC_017632.1_prot_WP_001056384.1_2658	306	306	100	100	306	100.000	629
lcl|NC_000913.3_prot_NP_415341.1_795	lcl|NC_017632.1_prot_WP_000961458.1_2657	530	530	100	100	530	100.000	1088
lcl|NC_000913.3_prot_NP_415343.1_797	lcl|NC_017632.1_prot_WP_000114251.1_2656	271	271	99	99	270	97.778	548
lcl|NC_000913.3_prot_NP_415344.1_798	lcl|NC_017632.1_prot_WP_000209353.1_2655	810	810	100	100	810	99.259	1679
lcl|NC_000913.3_prot_NP_415345.2_799	lcl|NC_017632.1_prot_WP_000576971.1_2654	299	299	100	100	299	97.659	606
lcl|NC_000913.3_prot_NP_415346.4_800	lcl|NC_017632.1_prot_WP_001350598.1_2653	220	220	100	100	220	98.182	432
lcl|NC_000913.3_prot_NP_415347.1_801	lcl|NC_017632.1_prot_WP_000829253.1_2652	249	249	100	100	249	97.992	503
lcl|NC_000913.3_prot_NP_415348.1_802	lcl|NC_017632.1_prot_WP_000397352.1_2651	411	411	100	100	411	99.027	829
lcl|NC_000913.3_prot_NP_415349.1_803	lcl|NC_017632.1_prot_WP_000513798.1_2650	321	321	100	100	321	98.442	636
lcl|NC_000913.3_prot_NP_415350.2_804	lcl|NC_017632.1_prot_WP_001350597.1_2649	623	623	100	100	623	98.555	1247
lcl|NC_000913.3_prot_NP_415351.1_805	lcl|NC_017632.1_prot_WP_000090180.1_2648	512	512	100	100	512	99.219	1049
lcl|NC_000913.3_prot_NP_415352.1_806	lcl|NC_017632.1_prot_WP_000936043.1_2647	306	306	100	100	306	100.000	611
lcl|NC_000913.3_prot_NP_415353.1_807	lcl|NC_017632.1_prot_WP_001236052.1_2646	303	303	100	100	303	99.340	599
lcl|NC_000913.3_prot_NP_415354.1_808	lcl|NC_017632.1_prot_WP_000950324.1_2645	782	782	100	100	782	98.977	1591
lcl|NC_000913.3_prot_NP_415355.1_809	lcl|NC_017632.1_prot_WP_000086884.1_2644	442	442	100	100	442	98.643	891
lcl|NC_000913.3_prot_NP_415356.1_810	lcl|NC_017632.1_prot_WP_000049378.1_2643	441	441	100	100	441	99.773	904
lcl|NC_000913.3_prot_NP_415357.1_811	lcl|NC_017632.1_prot_WP_000497137.1_2642	127	127	100	100	127	100.000	259
lcl|NC_000913.3_prot_NP_415358.1_812	lcl|NC_017632.1_prot_WP_000555040.1_2641	371	371	100	100	371	98.922	753
lcl|NC_000913.3_prot_NP_415359.4_813	lcl|NC_017632.1_prot_WP_001295292.1_2640	208	208	100	100	208	100.000	427
lcl|NC_000913.3_prot_NP_415360.1_814	lcl|NC_017632.1_prot_WP_001467835.1_2639	400	400	100	100	400	99.500	818
lcl|NC_000913.3_prot_NP_415361.1_815	lcl|NC_017632.1_prot_WP_000450123.1_2638	252	252	100	100	252	99.603	526
lcl|NC_000913.3_prot_NP_415362.1_816	lcl|NC_017632.1_prot_WP_000892317.1_2637	198	198	100	100	198	98.990	394
lcl|NC_000913.3_prot_NP_415363.1_817	lcl|NC_017632.1_prot_WP_001180089.1_2636	410	410	100	100	410	100.000	814
lcl|NC_000913.3_prot_NP_415364.1_818	lcl|NC_017632.1_prot_WP_000605476.1_2635	94	88	100	100	94	89.362	137
lcl|NC_000913.3_prot_NP_415365.4_819	lcl|NC_017632.1_prot_WP_001331955.1_2634	271	271	100	100	271	98.893	553
lcl|NC_000913.3_prot_NP_415366.1_820	lcl|NC_017632.1_prot_WP_000217859.1_2633	402	402	100	100	402	100.000	789
lcl|NC_000913.3_prot_NP_415367.1_821	lcl|NC_017632.1_prot_WP_001295903.1_2632	178	178	100	100	178	98.876	369
lcl|NC_000913.3_prot_NP_415368.1_822	lcl|NC_017632.1_prot_WP_001024876.1_2631	561	561	100	100	561	100.000	1122
lcl|NC_000913.3_prot_NP_415369.1_823	lcl|NC_017632.1_prot_WP_000681104.1_2630	125	125	100	100	125	99.200	246
lcl|NC_000913.3_prot_NP_415370.1_824	lcl|NC_017632.1_prot_WP_001195230.1_2629	85	85	100	100	85	97.647	175
lcl|NC_000913.3_prot_NP_415371.1_825	lcl|NC_017632.1_prot_WP_001201575.1_2628	95	95	100	100	95	97.895	182
lcl|NC_000913.3_prot_NP_415372.1_826	lcl|NC_017632.1_prot_WP_000189165.1_2627	240	240	100	100	240	98.750	492
lcl|NC_000913.3_prot_NP_415373.1_827	lcl|NC_017632.1_prot_WP_000684321.1_2626	300	300	100	100	300	100.000	610
lcl|NC_000913.3_prot_NP_415374.1_828	lcl|NC_017632.1_prot_WP_000203025.1_2625	158	158	100	100	158	100.000	325
lcl|NC_000913.3_prot_NP_415375.1_829	lcl|NC_017632.1_prot_WP_000126095.1_2624	370	370	100	100	370	99.459	753
lcl|NC_000913.3_prot_NP_415376.4_830	lcl|NC_017632.1_prot_WP_000996007.1_2623	377	377	100	100	377	99.735	775
lcl|NC_000913.3_prot_NP_415377.1_831	lcl|NC_017632.1_prot_WP_000105433.1_2622	317	317	100	100	317	99.054	629
lcl|NC_000913.3_prot_NP_415378.1_832	lcl|NC_017632.1_prot_WP_001061658.1_2621	281	281	100	100	281	100.000	552
lcl|NC_000913.3_prot_NP_415379.1_833	lcl|NC_017632.1_prot_WP_000389260.1_2620	162	162	100	100	162	100.000	327
lcl|NC_000913.3_prot_NP_415380.1_834	lcl|NC_017632.1_prot_WP_001149763.1_2619	375	375	100	100	375	98.400	767
lcl|NC_000913.3_prot_NP_415381.1_835	lcl|NC_017632.1_prot_WP_001555857.1_2618	243	243	100	100	243	99.177	502
lcl|NC_000913.3_prot_NP_415382.1_836	lcl|NC_017632.1_prot_WP_000464491.1_2617	222	222	100	100	222	100.000	443
lcl|NC_000913.3_prot_NP_415383.1_837	lcl|NC_017632.1_prot_WP_001001692.1_2616	238	238	100	100	238	99.580	474
lcl|NC_000913.3_prot_NP_415384.1_838	lcl|NC_017632.1_prot_WP_041031468.1_2615	243	248	99	98	242	99.174	496
lcl|NC_000913.3_prot_NP_415385.1_839	lcl|NC_017632.1_prot_WP_000027205.1_2614	242	242	100	100	242	100.000	503
lcl|NC_000913.3_prot_NP_415386.1_840	lcl|NC_017632.1_prot_WP_001298306.1_2613	171	171	100	100	171	94.152	337
lcl|NC_000913.3_prot_NP_415387.1_841	lcl|NC_017632.1_prot_WP_001160737.1_2612	107	107	100	100	107	100.000	213
lcl|NC_000913.3_prot_NP_415388.1_842	lcl|NC_017632.1_prot_WP_001255187.1_2611	276	276	100	100	276	98.188	558
lcl|NC_000913.3_prot_NP_415389.2_843	lcl|NC_017632.1_prot_WP_001305933.1_2610	337	337	100	100	337	99.703	706
lcl|NC_000913.3_prot_NP_415390.4_844	lcl|NC_017632.1_prot_WP_001136572.1_2609	476	476	100	100	476	97.689	952
lcl|NC_000913.3_prot_NP_415391.1_845	lcl|NC_017632.1_prot_WP_000566391.1_2608	333	333	100	100	333	98.498	679
lcl|NC_000913.3_prot_NP_415392.1_846	lcl|NC_017632.1_prot_WP_000815373.1_2607	572	572	100	100	572	98.951	1176
lcl|NC_000913.3_prot_NP_415393.1_847	lcl|NC_017632.1_prot_WP_000178694.1_2606	322	322	100	100	322	98.447	662
lcl|NC_000913.3_prot_NP_415394.4_848	lcl|NC_017632.1_prot_WP_000458817.1_2605	550	550	100	100	550	99.636	1137
lcl|NC_000913.3_prot_NP_415395.2_849	lcl|NC_017632.1_prot_WP_000491135.1_2604	299	299	100	100	299	98.662	577
lcl|NC_000913.3_prot_NP_415396.1_850	lcl|NC_017632.1_prot_WP_001298299.1_2603	231	231	100	100	231	100.000	447
lcl|NC_000913.3_prot_NP_415397.1_851	lcl|NC_017632.1_prot_WP_000599804.1_2602	552	552	100	100	552	99.457	1123
lcl|NC_000913.3_prot_NP_415398.1_852	lcl|NC_017632.1_prot_WP_001351020.1_2601	330	318	96	99	316	99.367	652
lcl|NC_000913.3_prot_NP_415399.4_853	lcl|NC_017632.1_prot_WP_000746477.1_2600	371	371	100	100	371	98.383	731
lcl|NC_000913.3_prot_NP_415400.1_854	lcl|NC_017632.1_prot_WP_000188147.1_2599	648	648	100	100	648	99.537	1314
lcl|NC_000913.3_prot_NP_415401.1_855	lcl|NC_017632.1_prot_WP_000410785.1_2598	74	74	100	100	74	100.000	155
lcl|NC_000913.3_prot_NP_415402.1_857	lcl|NC_017632.1_prot_WP_000520781.1_2582	106	106	100	100	106	100.000	222
lcl|NC_000913.3_prot_NP_415403.1_858	lcl|NC_017632.1_prot_WP_000934041.1_2581	758	758	100	100	758	100.000	1553
lcl|NC_000913.3_prot_NP_415404.1_859	lcl|NC_017632.1_prot_WP_001040187.1_2574	72	72	100	100	72	100.000	149
lcl|NC_000913.3_prot_NP_415405.1_860	lcl|NC_017632.1_prot_WP_001241673.1_2573	234	234	100	100	234	99.145	482
lcl|NC_000913.3_prot_NP_415406.1_861	lcl|NC_017632.1_prot_WP_001202197.1_2572	573	573	100	100	573	98.953	1132
lcl|NC_000913.3_prot_NP_415407.1_862	lcl|NC_017632.1_prot_WP_001043637.1_2571	588	588	100	100	588	98.639	1167
lcl|NC_000913.3_prot_NP_415408.1_863	lcl|NC_017632.1_prot_WP_000537432.1_2570	321	321	100	100	321	99.377	659
lcl|NC_000913.3_prot_NP_415409.1_864	lcl|NC_017632.1_prot_WP_000228473.1_2569	164	164	100	100	164	100.000	333
lcl|NC_000913.3_prot_NP_415410.1_865	lcl|NC_017632.1_prot_WP_000077108.1_2568	1329	1347	100	100	1347	97.327	2634
lcl|NC_000913.3_prot_NP_415411.2_866	lcl|NC_017632.1_prot_WP_001295343.1_2567	203	203	100	100	203	100.000	418
lcl|NC_000913.3_prot_NP_415412.1_867	lcl|NC_017632.1_prot_WP_000067797.1_2566	447	447	100	100	447	99.776	919
lcl|NC_000913.3_prot_NP_415413.1_868	lcl|NC_017632.1_prot_WP_000886683.1_2565	430	430	100	100	430	100.000	891
lcl|NC_000913.3_prot_NP_415414.4_869	lcl|NC_017632.1_prot_WP_000850286.1_2564	814	814	100	100	814	99.509	1693
lcl|NC_000913.3_prot_NP_415415.1_870	lcl|NC_017632.1_prot_WP_000213098.1_2563	205	205	100	100	205	100.000	430
lcl|NC_000913.3_prot_NP_415416.1_871	lcl|NC_017632.1_prot_WP_000534662.1_2562	287	287	100	100	287	98.258	552
lcl|NC_000913.3_prot_NP_415417.1_872	lcl|NC_017632.1_prot_WP_000165876.1_2561	208	208	100	100	208	99.038	429
lcl|NC_000913.3_prot_NP_415418.1_873	lcl|NC_017632.1_prot_WP_000109282.1_2560	382	382	100	100	382	99.215	753
lcl|NC_000913.3_prot_NP_415422.1_877	lcl|NC_017632.1_prot_WP_000111043.1_2559	246	246	100	100	246	100.000	513
lcl|NC_000913.3_prot_NP_415423.1_878	lcl|NC_017632.1_prot_WP_001292822.1_2558	760	760	100	100	760	100.000	1588
lcl|NC_000913.3_prot_NP_415424.1_879	lcl|NC_017632.1_prot_WP_000642546.1_2557	285	285	100	100	285	100.000	578
lcl|NC_000913.3_prot_NP_415425.4_880	lcl|NC_017632.1_prot_WP_000194828.1_2556	586	586	100	100	586	99.147	1201
lcl|NC_000913.3_prot_NP_415426.1_881	lcl|NC_017632.1_prot_WP_000642837.1_2555	230	230	100	100	230	99.130	470
lcl|NC_000913.3_prot_NP_415427.1_882	lcl|NC_017632.1_prot_WP_000057124.1_2554	362	362	100	100	362	98.619	741
lcl|NC_000913.3_prot_NP_415428.1_883	lcl|NC_017632.1_prot_WP_000445244.1_2553	427	427	99	99	425	98.588	865
lcl|NC_000913.3_prot_NP_415429.2_884	lcl|NC_017632.1_prot_WP_001313710.1_2552	254	254	100	100	254	97.638	508
lcl|NC_000913.3_prot_NP_415430.1_885	lcl|NC_017632.1_prot_WP_000125016.1_2551	227	227	100	100	227	100.000	454
lcl|NC_000913.3_prot_NP_415431.1_886	lcl|NC_017632.1_prot_WP_000140327.1_2550	557	557	100	100	557	100.000	1110
lcl|NC_000913.3_prot_NP_415432.1_887	lcl|NC_017632.1_prot_WP_000167336.1_2549	94	94	100	100	94	100.000	195
lcl|NC_000913.3_prot_NP_415433.4_888	lcl|NC_017632.1_prot_WP_000705727.1_2548	754	754	100	100	754	96.021	1442
lcl|NC_000913.3_prot_NP_415434.1_889	lcl|NC_017632.1_prot_WP_000551261.1_2547	582	582	100	100	582	99.485	1187
lcl|NC_000913.3_prot_NP_415435.1_890	lcl|NC_017632.1_prot_WP_000570549.1_2546	328	328	100	100	328	98.476	652
lcl|NC_000913.3_prot_NP_415436.1_891	lcl|NC_017632.1_prot_WP_000056555.1_2545	410	410	100	100	410	97.805	824
lcl|NC_000913.3_prot_NP_415437.1_892	lcl|NC_017632.1_prot_WP_000350058.1_2544	60	60	100	100	60	100.000	125
lcl|NC_000913.3_prot_NP_415438.1_893	lcl|NC_017632.1_prot_WP_000011611.1_2543	248	248	100	100	248	98.387	500
lcl|NC_000913.3_prot_NP_415439.1_894	lcl|NC_017632.1_prot_WP_000436900.1_2542	297	297	100	100	297	99.663	611
lcl|NC_000913.3_prot_NP_415440.1_895	lcl|NC_017632.1_prot_WP_000899600.1_2541	259	259	100	100	259	100.000	517
lcl|NC_000913.3_prot_NP_415441.1_896	lcl|NC_017632.1_prot_WP_001555859.1_2540	261	261	100	100	261	99.234	543
lcl|NC_000913.3_prot_NP_415442.1_897	lcl|NC_017632.1_prot_WP_001288856.1_2539	440	440	100	100	440	99.773	897
lcl|NC_000913.3_prot_NP_415443.2_898	lcl|NC_017632.1_prot_WP_001295931.1_2538	234	234	100	100	234	99.573	477
lcl|NC_000913.3_prot_NP_415444.1_899	lcl|NC_017632.1_prot_WP_000572616.1_2537	1486	1486	100	100	1486	99.529	3008
lcl|NC_000913.3_prot_NP_415445.1_900	lcl|NC_017632.1_prot_WP_000926021.1_2536	615	615	100	100	615	99.024	1249
lcl|NC_000913.3_prot_NP_415446.1_901	lcl|NC_017632.1_prot_WP_001295932.1_2535	182	182	100	100	182	100.000	373
lcl|NC_000913.3_prot_NP_415447.1_902	lcl|NC_017632.1_prot_WP_001109453.1_2534	215	215	100	100	215	99.070	439
lcl|NC_000913.3_prot_NP_415448.1_903	lcl|NC_017632.1_prot_WP_000462681.1_2533	396	396	100	100	396	99.495	821
lcl|NC_000913.3_prot_NP_415449.1_904	lcl|NC_017632.1_prot_WP_000977927.1_2532	362	362	100	100	362	98.895	712
lcl|NC_000913.3_prot_NP_415450.1_905	lcl|NC_017632.1_prot_WP_000117881.1_2531	466	466	100	100	466	100.000	964
lcl|NC_000913.3_prot_NP_415451.1_906	lcl|NC_017632.1_prot_WP_001298298.1_2530	400	400	100	100	400	99.750	830
lcl|NC_000913.3_prot_NP_415452.1_907	lcl|NC_017632.1_prot_WP_000193873.1_2529	870	870	100	100	870	98.966	1801
lcl|NC_000913.3_prot_NP_415453.1_908	lcl|NC_017632.1_prot_WP_001090487.1_2528	255	255	100	100	255	96.863	486
lcl|NC_000913.3_prot_NP_415454.4_909	lcl|NC_017632.1_prot_WP_000235189.1_2527	263	263	100	100	263	99.620	508
lcl|NC_000913.3_prot_NP_415455.1_910	lcl|NC_017632.1_prot_WP_000055976.1_2526	381	381	100	100	381	97.900	758
lcl|NC_000913.3_prot_NP_415456.4_911	lcl|NC_017632.1_prot_2525	319	319	71	71	227	95.595	441
lcl|NC_000913.3_prot_NP_415457.1_912	lcl|NC_017632.1_prot_WP_001263945.1_2524	191	191	100	100	191	97.906	380
lcl|NC_000913.3_prot_NP_415465.1_920	lcl|NC_017632.1_prot_WP_001295934.1_2523	336	336	100	100	336	99.405	681
lcl|NC_000913.3_prot_NP_415466.4_921	lcl|NC_017632.1_prot_WP_001295935.1_2522	180	180	100	100	180	98.889	371
lcl|NC_000913.3_prot_NP_415467.1_922	lcl|NC_017632.1_prot_WP_000224313.1_2521	369	369	100	100	369	97.561	748
lcl|NC_000913.3_prot_NP_415468.1_923	lcl|NC_017632.1_prot_WP_001086557.1_2520	702	702	100	100	702	98.860	1444
lcl|NC_000913.3_prot_NP_415469.1_924	lcl|NC_017632.1_prot_WP_000053080.1_2519	635	635	100	100	635	99.528	1293
lcl|NC_000913.3_prot_NP_415470.1_925	lcl|NC_017632.1_prot_WP_000333182.1_2518	417	417	100	100	417	99.760	847
lcl|NC_000913.3_prot_NP_415471.1_926	lcl|NC_017632.1_prot_WP_000445547.1_2517	546	546	100	100	546	99.634	1114
lcl|NC_000913.3_prot_NP_415472.2_927	lcl|NC_017632.1_prot_WP_000759110.1_2516	187	187	100	100	187	98.930	374
lcl|NC_000913.3_prot_NP_415473.1_928	lcl|NC_017632.1_prot_WP_000828648.1_2515	55	55	100	100	55	100.000	114
lcl|NC_000913.3_prot_NP_415474.1_929	lcl|NC_017632.1_prot_WP_000227926.1_2514	172	172	100	100	172	99.419	349
lcl|NC_000913.3_prot_NP_415475.1_930	lcl|NC_017632.1_prot_WP_000156501.1_2513	586	586	100	100	586	98.976	1191
lcl|NC_000913.3_prot_NP_415476.1_931	lcl|NC_017632.1_prot_WP_000877153.1_2512	150	150	100	100	150	99.333	303
lcl|NC_000913.3_prot_NP_415477.1_932	lcl|NC_017632.1_prot_WP_001350588.1_2511	346	346	100	100	346	99.133	709
lcl|NC_000913.3_prot_NP_415478.1_933	lcl|NC_017632.1_prot_WP_000287750.1_2510	169	169	100	100	169	98.225	343
lcl|NC_000913.3_prot_NP_415479.1_934	lcl|NC_017632.1_prot_WP_000839136.1_2509	209	209	100	100	209	99.043	426
lcl|NC_000913.3_prot_NP_415480.2_935	lcl|NC_017632.1_prot_WP_000875041.1_2508	717	720	100	99	717	99.303	1461
lcl|NC_000913.3_prot_NP_415481.1_936	lcl|NC_017632.1_prot_WP_001261236.1_2507	148	148	100	100	148	99.324	292
lcl|NC_000913.3_prot_NP_415482.1_937	lcl|NC_017632.1_prot_WP_001350178.1_2506	684	684	100	100	684	99.123	1395
lcl|NC_000913.3_prot_NP_415483.2_938	lcl|NC_017632.1_prot_WP_001295939.1_2505	152	152	100	100	152	99.342	314
lcl|NC_000913.3_prot_NP_415484.1_939	lcl|NC_017632.1_prot_WP_000847791.1_2504	220	220	100	100	220	100.000	448
lcl|NC_000913.3_prot_NP_415485.4_940	lcl|NC_017632.1_prot_WP_000665217.1_2503	137	137	100	100	137	99.270	278
lcl|NC_000913.3_prot_NP_415486.4_941	lcl|NC_017632.1_prot_WP_001295356.1_2502	105	105	100	100	105	100.000	215
lcl|NC_000913.3_prot_NP_415487.4_942	lcl|NC_017632.1_prot_WP_000116272.1_2501	396	396	100	100	396	98.737	811
lcl|NC_000913.3_prot_NP_415488.1_943	lcl|NC_017632.1_prot_WP_000048217.1_2500	92	92	100	100	92	95.652	187
lcl|NC_000913.3_prot_NP_415489.4_944	lcl|NC_017632.1_prot_WP_000904439.1_2499	109	109	100	100	109	99.083	224
lcl|NC_000913.3_prot_NP_415490.1_945	lcl|NC_017632.1_prot_WP_000375136.1_2498	219	219	100	100	219	100.000	427
lcl|NC_000913.3_prot_NP_415491.1_946	lcl|NC_017632.1_prot_WP_001331914.1_2497	372	372	100	100	372	99.462	776
lcl|NC_000913.3_prot_NP_415492.1_947	lcl|NC_017632.1_prot_WP_000107398.1_2496	597	597	100	100	597	99.665	1241
lcl|NC_000913.3_prot_NP_415493.1_948	lcl|NC_017632.1_prot_WP_001186410.1_2495	235	235	100	100	235	99.149	480
lcl|NC_000913.3_prot_NP_415494.1_949	lcl|NC_017632.1_prot_WP_000003636.1_2494	195	195	100	100	195	97.949	385
lcl|NC_000913.3_prot_NP_415495.1_950	lcl|NC_017632.1_prot_WP_000063990.1_2493	132	132	100	100	132	98.485	267
lcl|NC_000913.3_prot_NP_415496.1_951	lcl|NC_017632.1_prot_WP_000004932.1_2492	285	285	100	100	285	97.544	567
lcl|NC_000913.3_prot_NP_415497.1_952	lcl|NC_017632.1_prot_WP_000263578.1_2491	514	514	100	100	514	99.222	1038
lcl|NC_000913.3_prot_NP_415498.1_953	lcl|NC_017632.1_prot_WP_000460803.1_2490	378	378	100	100	378	100.000	747
lcl|NC_000913.3_prot_YP_001165313.1_954	lcl|NC_017632.1_prot_WP_000270305.1_2489	30	30	100	100	30	100.000	58.9
lcl|NC_000913.3_prot_NP_415500.1_955	lcl|NC_017632.1_prot_WP_001350586.1_2488	432	436	100	99	432	97.222	862
lcl|NC_000913.3_prot_NP_415509.1_965	lcl|NC_017632.1_prot_WP_000087763.1_2487	70	70	100	100	70	100.000	144
lcl|NC_000913.3_prot_NP_415510.1_966	lcl|NC_017632.1_prot_WP_000066490.1_2486	70	70	100	100	70	100.000	145
lcl|NC_000913.3_prot_YP_009518761.1_967	lcl|NC_017632.1_prot_WP_071524879.1_2485	62	62	100	100	62	100.000	132
lcl|NC_000913.3_prot_NP_415511.1_968	lcl|NC_017632.1_prot_WP_001309400.1_2484	76	76	100	100	76	100.000	155
lcl|NC_000913.3_prot_YP_588446.1_969	lcl|NC_017632.1_prot_WP_001019197.1_2483	57	57	100	100	57	100.000	112
lcl|NC_000913.3_prot_NP_415512.1_970	lcl|NC_017632.1_prot_WP_000818464.1_2482	357	357	100	100	357	95.238	702
lcl|NC_000913.3_prot_NP_415513.2_971	lcl|NC_017632.1_prot_WP_001054739.1_2481	914	910	99	99	909	96.920	1779
lcl|NC_000913.3_prot_NP_415514.1_972	lcl|NC_017632.1_prot_WP_001264953.1_2480	342	342	100	100	342	98.830	697
lcl|NC_000913.3_prot_NP_415515.1_973	lcl|NC_017632.1_prot_WP_001120112.1_2479	230	230	100	100	230	99.565	464
lcl|NC_000913.3_prot_NP_415516.1_974	lcl|NC_017632.1_prot_WP_001230247.1_2478	390	390	100	100	390	99.487	818
lcl|NC_000913.3_prot_NP_415517.1_975	lcl|NC_017632.1_prot_WP_001063164.1_2477	848	848	100	100	848	98.939	1754
lcl|NC_000913.3_prot_NP_415518.1_976	lcl|NC_017632.1_prot_WP_000210216.1_2476	199	199	100	100	199	95.477	387
lcl|NC_000913.3_prot_NP_415519.1_977	lcl|NC_017632.1_prot_WP_000024569.1_2475	101	101	100	100	101	99.010	203
lcl|NC_000913.3_prot_NP_415520.1_978	lcl|NC_017632.1_prot_WP_000420625.1_2474	306	306	100	100	306	99.673	632
lcl|NC_000913.3_prot_NP_415522.1_980	lcl|NC_017632.1_prot_WP_001044293.1_2473	413	413	100	100	413	98.547	849
lcl|NC_000913.3_prot_NP_415523.1_981	lcl|NC_017632.1_prot_WP_001143120.1_2472	75	75	100	100	75	100.000	154
lcl|NC_000913.3_prot_NP_415524.1_982	lcl|NC_017632.1_prot_WP_001151437.1_2471	198	198	100	100	198	100.000	401
lcl|NC_000913.3_prot_NP_415525.2_983	lcl|NC_017632.1_prot_WP_001273658.1_2470	57	57	100	100	57	100.000	109
lcl|NC_000913.3_prot_NP_415527.4_985	lcl|NC_017632.1_prot_WP_001028100.1_2468	164	164	100	100	164	98.171	335
lcl|NC_000913.3_prot_NP_415528.1_986	lcl|NC_017632.1_prot_WP_001001168.1_2467	196	196	100	100	196	96.939	392
lcl|NC_000913.3_prot_NP_415529.1_987	lcl|NC_017632.1_prot_WP_001331944.1_2466	266	266	100	100	266	97.744	530
lcl|NC_000913.3_prot_NP_415530.1_988	lcl|NC_017632.1_prot_WP_001126780.1_2465	128	128	100	100	128	100.000	264
lcl|NC_000913.3_prot_NP_415531.2_989	lcl|NC_017632.1_prot_WP_001447208.1_2464	230	230	100	100	230	96.522	461
lcl|NC_000913.3_prot_NP_415532.3_990	lcl|NC_017632.1_prot_WP_001340066.1_2463	382	363	95	100	363	99.174	753
lcl|NC_000913.3_prot_NP_415533.1_991	lcl|NC_017632.1_prot_WP_001331941.1_2462	212	212	100	100	212	99.528	432
lcl|NC_000913.3_prot_NP_415534.1_992	lcl|NC_017632.1_prot_WP_001331940.1_2461	1320	1320	100	100	1320	99.318	2682
lcl|NC_000913.3_prot_NP_415535.1_994	lcl|NC_017632.1_prot_WP_001018510.1_2459	502	502	99	99	501	99.202	995
lcl|NC_000913.3_prot_NP_415537.1_995	lcl|NC_017632.1_prot_WP_000154379.1_2457	375	375	100	100	375	98.933	763
lcl|NC_000913.3_prot_NP_415538.1_996	lcl|NC_017632.1_prot_WP_001199135.1_2456	423	423	100	100	423	99.054	866
lcl|NC_000913.3_prot_NP_415539.1_997	lcl|NC_017632.1_prot_WP_000533536.1_2455	354	262	74	100	262	99.237	533
lcl|NC_000913.3_prot_NP_415540.1_998	lcl|NC_017632.1_prot_WP_001061099.1_2454	137	137	100	100	137	99.270	279
lcl|NC_000913.3_prot_NP_415541.1_999	lcl|NC_017632.1_prot_WP_000610446.1_2453	441	441	100	100	441	99.773	909
lcl|NC_000913.3_prot_NP_415542.1_1000	lcl|NC_017632.1_prot_WP_000945535.1_2452	672	672	100	100	672	97.917	1368
lcl|NC_000913.3_prot_NP_415543.1_1001	lcl|NC_017632.1_prot_WP_000287440.1_2451	807	807	100	100	807	97.893	1624
lcl|NC_000913.3_prot_NP_415544.1_1002	lcl|NC_017632.1_prot_WP_000409834.1_2450	452	455	98	98	444	94.820	844
lcl|NC_000913.3_prot_NP_415551.2_1006	lcl|NC_017632.1_prot_WP_000351298.1_2391	312	312	100	100	312	99.359	641
